date,jkm,hh,ttf,psv,pvb,peg
2009-09-17 12:00:00,24.264511,22.264473,17.12797,22.812319,17.22443,19.358795
2009-09-18 12:00:00,24.330292,22.77549,18.810493,23.77779,19.306168,20.5984
2009-09-19 12:00:00,24.655783,22.53291,21.683634,23.271687,20.846428,21.24881
2009-09-20 12:00:00,23.959349,22.916828,20.312681,22.337704,21.82909,21.204338
2009-09-21 12:00:00,23.609903,25.127384,18.796171,21.702349,22.320572,21.428032
2009-09-22 12:00:00,24.138449,24.670788,19.760536,24.302223,24.331894,23.029598
2009-09-23 12:00:00,24.541983,21.309185,18.120981,24.97702,24.988716,22.303638
2009-09-24 12:00:00,25.169012,20.833641,17.572891,24.529268,25.530632,21.53368
2009-09-25 12:00:00,25.059607,21.991413,17.11084,25.021751,25.174683,21.806717
2009-09-26 12:00:00,24.949722,23.037502,17.505617,24.319439,24.516804,22.008049
2009-09-27 12:00:00,24.327347,23.424011,18.981337,24.615986,23.704063,22.866516
2009-09-28 12:00:00,24.597784,25.737564,16.948042,24.457962,23.71267,22.357536
2009-09-29 12:00:00,24.736826,21.83741,16.74465,24.303051,22.932865,21.15372
2009-09-30 12:00:00,24.370733,19.052303,15.788905,23.674282,21.052784,21.386944
2009-10-01 12:00:00,23.776352,23.68938,14.284272,23.307816,22.602524,20.744038
2009-10-02 12:00:00,24.306662,21.31314,13.1926155,23.314861,23.19881,19.19442
2009-10-03 12:00:00,22.81545,21.376884,14.918754,22.096184,22.479416,19.047798
2009-10-04 12:00:00,21.20846,24.111977,14.618995,22.239864,23.333008,19.890476
2009-10-05 12:00:00,21.339071,23.679485,13.582482,22.1234,24.862385,18.363073
2009-10-06 12:00:00,21.587774,25.937607,15.273671,21.638409,24.960651,20.804142
2009-10-07 12:00:00,21.719198,26.491882,16.64805,23.45633,23.396187,22.313774
2009-10-08 12:00:00,21.550156,27.562748,13.193612,23.170013,22.81908,21.292168
2009-10-09 12:00:00,20.93174,27.374466,13.02098,21.268593,21.291126,19.564068
2009-10-10 12:00:00,21.040413,16.815231,14.217645,20.942514,22.083836,20.248425
2009-10-11 12:00:00,21.32591,17.231861,12.583777,21.863333,23.514912,18.615849
2009-10-12 12:00:00,20.707308,21.044338,11.987404,20.269287,23.910538,16.930958
2009-10-13 12:00:00,20.368668,23.94405,11.609389,18.615555,21.957924,16.898825
2009-10-14 12:00:00,20.553385,25.624985,9.993079,15.858391,21.610188,14.506224
2009-10-15 12:00:00,21.07274,26.014362,9.505977,14.456726,18.90586,11.7787075
2009-10-16 12:00:00,20.920515,19.55907,9.719736,14.398325,16.73722,13.023649
2009-10-17 12:00:00,20.226894,14.480339,10.717174,14.679298,18.043118,13.446817
2009-10-18 12:00:00,20.280893,11.332281,10.215313,14.343967,18.107712,12.825365
2009-10-19 12:00:00,19.08233,11.911882,10.797185,14.079079,16.354477,13.441343
2009-10-20 12:00:00,19.344826,18.171303,10.120969,12.767656,16.538296,15.348774
